battery_power,clock_speed,Front_Camera_mx,int_memory,mobile_dep,mobile_wt,Pimary_camera_mx,ram,screen_height,screen_width,talk_time,wifi,price_$
764,1,9,45,0.5,124,11,1341,19,1,12,No,108.3006899
1056,2.1,8,37,0.7,101,11,2651,15,5,3,Yes,449.1414013
1982,1.6,2,12,0.2,80,20,1824,13,3,14,Yes,283.2027644
1830,0.5,5,14,0.8,160,6,1905,16,3,19,Yes,347.1560649
1122,0.5,0,40,0.3,156,14,1456,9,3,20,No,91.48465757
1023,0.7,2,63,0.7,153,8,3155,11,10,7,Yes,678.7276529
1283,2.4,8,33,1,93,15,773,17,7,2,No,46.3649417
1602,1.6,0,35,0.1,99,7,1829,18,17,13,No,308.8360217
732,1.3,5,32,0.4,163,7,3883,12,2,5,Yes,475.3440275
1854,0.9,0,33,0.4,195,0,1675,14,12,9,Yes,245.2050388
718,1.6,1,30,0.4,93,12,1601,10,9,12,Yes,143.2034172
897,2,3,2,0.6,154,10,1958,7,5,7,No,246.0737302
1405,1.7,0,8,0.3,107,7,2376,19,6,11,No,326.729433
798,0.6,6,21,0.5,110,12,1647,12,2,3,No,227.8631026
1035,2.7,1,40,0.2,157,15,3548,14,4,5,Yes,517.4410299
1396,0.6,0,37,0.7,134,15,2694,18,3,19,Yes,582.8982243
1749,0.5,7,49,0.8,178,8,2195,5,4,4,Yes,413.8298763
1588,2.5,12,4,0.3,148,20,2506,5,3,11,No,243.1984293
1600,0.5,1,16,0.3,94,16,2073,9,5,4,No,394.3956679
1522,2.2,4,21,0.7,162,11,3767,15,9,16,Yes,1288.516822
1279,2.5,5,7,0.5,105,6,1150,7,2,7,No,218.7648091
719,2.9,7,6,0.7,102,8,841,9,1,2,No,107.2710571
544,0.5,2,7,0.2,129,15,1675,13,4,17,No,88.11389916
1007,2.9,5,21,0.8,185,12,1301,8,6,12,No,131.8258427
590,1.2,0,32,0.4,141,1,1817,10,0,6,No,90.86434632
1788,0.5,0,6,0.2,141,16,2321,7,5,20,No,75.87561566
748,1.4,0,25,1,110,14,1974,17,5,13,Yes,374.5434645
757,0.9,4,64,0.5,157,5,3433,6,5,10,No,428.9752812
1561,1.6,1,27,0.8,174,10,1205,12,7,3,No,230.0077055
1327,2.8,10,23,0.5,89,16,872,7,5,4,Yes,93.73370458
797,1.5,4,18,0.6,81,20,2052,9,3,14,Yes,202.5369915
727,2.5,0,64,0.2,193,9,3654,9,1,16,No,884.7599241
686,2.7,0,36,0.1,194,1,1503,10,0,13,No,89.13634435
1515,2.1,4,24,0.9,176,6,3104,6,5,20,No,939.7321981
555,0.5,2,17,0.2,163,12,343,19,14,3,Yes,103.6643795
1589,0.6,0,5,0.8,112,2,3430,7,5,19,Yes,213.5456172
1976,2.6,6,45,1,136,19,2470,11,1,3,No,766.4714679
1884,1,3,24,0.5,149,4,1396,15,8,9,Yes,120.0775487
1063,2,0,27,0.2,86,7,2668,12,5,19,No,320.6817159
672,0.6,13,61,0.1,194,20,1457,14,10,20,Yes,186.7494378
635,0.5,9,16,1,110,17,2452,19,17,8,No,425.380235
1906,1.9,3,55,0.2,113,4,1871,13,5,4,Yes,219.2177674
1753,0.7,4,40,0.6,191,11,1112,8,2,15,Yes,142.0511065
659,1.4,2,3,0.1,85,6,967,10,1,14,Yes,107.9455284
1583,1.2,0,14,0.2,148,4,2498,13,6,8,Yes,632.2687245
1783,2.9,2,42,0.7,104,8,387,14,5,3,No,250.9916429
1667,1,0,21,0.9,138,0,635,17,7,15,No,113.7644965
640,1.3,5,6,0.6,143,20,2711,15,7,8,No,175.443831
1913,1.8,0,29,0.6,111,4,2023,17,13,8,No,253.9806234
538,1.1,0,25,0.3,163,7,2215,9,3,17,Yes,219.3045855
1191,0.8,6,46,0.8,89,9,824,19,18,7,No,111.7068955
816,3,2,9,0.1,117,3,3851,10,3,14,Yes,271.7583737
915,0.5,9,33,0.3,199,16,2156,7,3,13,No,227.6570643
1157,0.8,7,27,0.1,88,8,2885,8,4,2,Yes,677.5334081
1201,0.5,2,10,1,99,7,495,15,6,14,Yes,103.5810475
1379,1.1,1,18,0.2,129,16,2358,10,5,15,No,362.564324
1483,2.2,3,53,0.7,169,11,1744,6,3,10,No,213.5710096
1614,1.2,1,9,0.1,161,2,1832,15,8,11,No,50.70135738
930,1,4,4,0.9,144,10,2016,13,10,16,Yes,207.3370155
1454,2.6,8,6,0.4,199,20,1300,10,0,2,Yes,267.3367492
1784,1.6,4,41,0.4,164,20,2313,14,1,11,No,194.8107698
1262,1.8,12,34,0.1,149,16,3248,13,3,4,Yes,485.428821
797,2.2,0,37,0.9,144,2,2216,9,5,6,No,145.5394275
1829,2.1,8,59,0.1,91,15,3142,16,6,5,Yes,1131.999305
1139,0.9,6,58,0.5,161,11,1850,9,4,8,No,119.855578
618,1,9,13,0.1,80,15,1424,15,12,7,No,134.0948283
1547,2.9,2,57,0.4,114,3,1620,9,2,19,Yes,290.2036802
586,2.8,2,15,0.2,83,11,2592,12,8,3,No,292.4190136
1617,2.4,8,36,0.8,85,9,296,5,3,7,No,133.1934216
1882,2,11,44,0.8,113,19,3579,19,8,20,No,548.3149846
674,2.9,1,21,0.2,198,4,1180,6,3,4,Yes,46.2397412
1467,0.5,0,18,0.6,122,0,3962,15,11,5,Yes,424.1837975
858,2.2,1,50,0.1,84,2,3978,17,16,3,No,880.0302907
794,0.5,0,2,0.8,106,14,668,13,4,19,No,83.03593835
1965,2.6,0,39,0.2,187,3,2032,11,10,16,Yes,711.1219338
1911,0.9,1,36,0.7,108,3,3057,9,1,5,No,737.2830863
1512,0.9,4,46,0.1,145,5,869,18,10,19,Yes,92.99865268
510,2,5,45,0.9,168,16,3919,19,4,2,Yes,721.9790025
