Car_Ad,Car_Brand,year,km_driven,fuel,seller_type,transmission,owner,engine,horsepower,seats,selling_price
Tata Indigo CS LX (TDI) BS III,Tata,2008,120000,Diesel,Individual,Manual,Second Owner,1396,69,five,140000
Mahindra Verito 1.5 D2 BSIV,Mahindra,2012,120000,Diesel,Individual,Manual,Second Owner,1461,65,five,140000
Honda City 2017-2020 EXi,Honda,2007,120000,Petrol,Individual,Manual,Second Owner,1497,78,five,138000
Tata Indica V2 Turbomax DLS BS IV,Tata,2012,120000,Diesel,Individual,Manual,Second Owner,1405,71,five,135000
Mahindra Renault Logan 1.4 GLX Petrol,Mahindra,2009,120000,Petrol,Individual,Manual,First Owner,1390,75,five,135000
Ford Figo Diesel LXI,Ford,2011,120000,Diesel,Individual,Manual,Second Owner,1399,68,five,135000
Hyundai Verna CRDi SX,Hyundai,2006,120000,Diesel,Individual,Manual,Second Owner,1493,110,five,135000
Honda City 1.3 EXI,Honda,2004,120000,Petrol,Individual,Manual,Second Owner,1343,90,five,135000
Maruti Swift VXI BSIII,Maruti,2007,120000,Petrol,Individual,Manual,First Owner,1298,88.2,five,130000
Maruti Swift ZXI ABS,Maruti,2005,120000,Petrol,Individual,Manual,Second Owner,1298,88.2,five,130000
Tata Indigo LX,Tata,2010,120000,Diesel,Individual,Manual,First Owner,1405,70,five,130000
Hyundai i10 Era,Hyundai,2008,120000,Petrol,Individual,Manual,Second Owner,1086,68.05,five,130000
Maruti Alto LX,Maruti,2010,120000,Petrol,Individual,Manual,Third Owner,796,46.3,five,125000
Maruti Wagon R LXI Minor,Maruti,2009,120000,Petrol,Individual,Manual,Fourth & Above Owner,1061,67,five,125000
Mahindra Renault Logan 1.5 DLE Diesel,Mahindra,2009,120000,Diesel,Individual,Manual,Third Owner,1461,65,five,125000
Tata Indica Vista Aqua 1.4 TDI,Tata,2010,120000,Diesel,Individual,Manual,Second Owner,1405,71,five,125000
Tata Indica Vista Quadrajet LS,Tata,2012,120000,Diesel,Individual,Manual,First Owner,1248,74,five,125000
Maruti SX4 Vxi BSIII,Maruti,2007,120000,Petrol,Individual,Manual,Third Owner,1586,104.68,five,125000
Maruti Wagon R LXI,Maruti,2004,120000,Petrol,Individual,Manual,Third Owner,998,67.1,five,120000
Maruti Alto LXi,Maruti,2009,120000,Petrol,Individual,Manual,First Owner,796,46.3,five,120000
Maruti Zen VXi - BS III,Maruti,2003,120000,Petrol,Individual,Manual,Third Owner,993,60,five,120000
Tata Indica Vista Quadrajet LS,Tata,2013,120000,Diesel,Individual,Manual,First Owner,1248,74,five,120000
Hyundai Verna CRDi,Hyundai,2008,120000,Diesel,Individual,Manual,Second Owner,1493,110,five,120000
Maruti Alto LXi,Maruti,2006,120000,Petrol,Individual,Manual,Fourth & Above Owner,796,46.3,five,120000
Hyundai Verna CRDi,Hyundai,2008,120000,Diesel,Individual,Manual,Second Owner,1493,110,five,120000
Hyundai Santro Xing XS,Hyundai,2007,120000,Petrol,Individual,Manual,First Owner,1086,63,five,120000
Tata Indica Vista Aqua 1.4 TDI,Tata,2009,120000,Diesel,Individual,Manual,First Owner,1405,71,five,120000
Maruti Wagon R LX Minor,Maruti,2010,120000,Petrol,Individual,Manual,Third Owner,1061,67,five,120000
Maruti Alto LX BSIII,Maruti,2007,120000,Petrol,Individual,Manual,Second Owner,796,46.3,five,120000
Hyundai Santro Xing XK eRLX EuroIII,Hyundai,2007,120000,Petrol,Individual,Manual,Second Owner,1086,63,five,120000
Tata Indigo CS LS (TDI) BS III,Tata,2009,120000,Diesel,Individual,Manual,Third Owner,1396,69,five,114999
Hyundai Getz 1.3 GVS,Hyundai,2008,120000,Petrol,Individual,Manual,Second Owner,1341,82.9,five,110000
Tata Indica Vista TDI LS,Tata,2011,120000,Diesel,Individual,Manual,First Owner,1405,70,five,110000
Maruti Wagon R LXI DUO BSIII,Maruti,2006,120000,LPG,Individual,Manual,Third Owner,1061,57.5,five,110000
Maruti Alto LX,Maruti,2007,120000,Petrol,Individual,Manual,Second Owner,796,46.3,five,110000
Maruti Alto LXi,Maruti,2007,120000,Petrol,Individual,Manual,Third Owner,796,46.3,five,110000
Skoda Octavia Ambiente 1.9 TDI MT,Skoda,2007,120000,Diesel,Individual,Manual,Second Owner,1896,66,five,110000
Maruti Alto LXi BSIII,Maruti,2006,120000,Petrol,Individual,Manual,Third Owner,796,46.3,five,110000
Tata Indigo VS,Tata,2012,120000,Diesel,Individual,Manual,Second Owner,1405,70,five,110000
Hyundai Accent GLS 1.6,Hyundai,2004,120000,Petrol,Individual,Manual,Fourth & Above Owner,1599,94,five,110000
Tata Indica Vista Terra Quadrajet 1.3L,Tata,2010,120000,Diesel,Individual,Manual,Second Owner,1248,75,five,105000
Honda City 1.5 EXI,Honda,2005,120000,Petrol,Individual,Manual,Second Owner,1493,100,five,100000
Tata Indigo LS BSII,Tata,2006,120000,Diesel,Individual,Manual,Third Owner,1405,70,five,100000
Maruti Zen LX - BS III,Maruti,2006,120000,Petrol,Individual,Manual,Second Owner,993,60,five,100000
Skoda Octavia RS 1.8 Turbo Petrol MT,Skoda,2006,120000,Petrol,Individual,Manual,Third Owner,1781,149.5,five,100000
Tata Indigo CS LE (TDI) BS-III,Tata,2008,120000,Diesel,Individual,Manual,Third Owner,1396,69,five,100000
Tata Indigo CS LX (TDI) BS III,Tata,2008,120000,Diesel,Individual,Manual,First Owner,1396,69,five,100000
Maruti Alto Std,Maruti,2008,120000,Petrol,Individual,Manual,First Owner,796,46.3,five,95000
Chevrolet Spark 1.0 LT,Chevrolet,2009,120000,Petrol,Individual,Manual,Third Owner,995,62,five,95000
Hyundai Getz GLX,Hyundai,2005,120000,Petrol,Individual,Manual,Fourth & Above Owner,1341,83,five,95000
Tata Indica V2 2001-2011 DLS BSIII,Tata,2009,120000,Diesel,Individual,Manual,Second Owner,1396,52.8,five,90000
Tata Indigo LS,Tata,2005,120000,Diesel,Individual,Manual,Fourth & Above Owner,1405,70,five,90000
Tata Indica V2 DLX TC,Tata,2006,120000,Diesel,Individual,Manual,Third Owner,1405,68,five,85000
Maruti Zen D,Maruti,2003,120000,Diesel,Individual,Manual,Third Owner,1527,58,five,85000
Tata Indigo LX,Tata,2008,120000,Diesel,Individual,Manual,First Owner,1405,70,five,85000
Tata Indica V2 DLS TC,Tata,2004,120000,Diesel,Individual,Manual,Second Owner,1405,62,five,85000
Maruti Alto LXi,Maruti,2007,120000,Petrol,Individual,Manual,Third Owner,796,46.3,five,85000
Hyundai Accent GLE,Hyundai,2007,120000,Petrol,Individual,Manual,Second Owner,1495,94,five,80000
Hyundai Accent GLE,Hyundai,2004,120000,Petrol,Individual,Manual,Second Owner,1495,94,five,80000
Chevrolet Spark 1.0 LS,Chevrolet,2010,120000,Petrol,Individual,Manual,First Owner,995,62,five,75000
Honda City 1.5 EXI,Honda,2005,120000,Petrol,Individual,Manual,First Owner,1493,100,five,75000
Tata Indica V2 DLE BSIII,Tata,2007,120000,Diesel,Individual,Manual,Third Owner,1396,52.8,five,65000
Tata Indica V2 DLS,Tata,2007,120000,Diesel,Individual,Manual,Third Owner,1396,53.5,five,65000
Tata Indica V2 2001-2011 DLS BSIII,Tata,2008,120000,Diesel,Individual,Manual,Fourth & Above Owner,1396,52.8,five,60000
Hyundai Accent GLS,Hyundai,2002,120000,Petrol,Individual,Manual,Fourth & Above Owner,1495,94,five,55000
Tata Indica V2 DiCOR DLG BS-III,Tata,2008,120000,Diesel,Individual,Manual,Third Owner,1396,70,five,50000
Toyota Innova 2.5 VX (Diesel) 8 Seater,Toyota,2014,120000,Diesel,Individual,Manual,First Owner,2494,100.6,eight,1100000
Toyota Innova 2.5 EV (Diesel) PS 8 Seater BS IV,Toyota,2013,120000,Diesel,Individual,Manual,Second Owner,2494,100.57,eight,850000
Toyota Innova 2.5 GX 8 STR,Toyota,2012,120000,Diesel,Individual,Manual,Second Owner,2494,102,eight,850000
Toyota Innova 2.5 VX 8 STR BSIV,Toyota,2012,120000,Diesel,Individual,Manual,First Owner,2494,102,eight,750000
Mahindra Scorpio VLX 2WD BSIV,Mahindra,2012,120000,Diesel,Individual,Manual,First Owner,2179,120,eight,750000
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Toyota,2011,120000,Diesel,Individual,Manual,Second Owner,2494,102,eight,700000
Toyota Innova 2.5 G4 Diesel 8-seater,Toyota,2011,120000,Diesel,Individual,Manual,Second Owner,2494,102,eight,650000
Mahindra Scorpio VLX 2WD AIRBAG AT BSIV,Mahindra,2012,120000,Diesel,Individual,Manual,Second Owner,2179,120,eight,575000
Mahindra Scorpio VLX 2WD AIRBAG BSIII,Mahindra,2012,120000,Diesel,Individual,Manual,First Owner,2179,120,eight,525000
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Toyota,2010,120000,Diesel,Individual,Manual,Second Owner,2494,102,eight,525000
Mahindra Scorpio VLS AT 2.2 mHAWK,Mahindra,2012,120000,Diesel,Individual,Automatic,Third Owner,2179,120,eight,440000
Mahindra Scorpio VLX 2WD BSIV,Mahindra,2011,120000,Diesel,Individual,Manual,Second Owner,2179,120,eight,430000
Toyota Innova 2.5 V Diesel 8-seater,Toyota,2007,120000,Diesel,Individual,Manual,Third Owner,2494,102,eight,404000
Mahindra Scorpio EX,Mahindra,2011,120000,Diesel,Individual,Manual,Second Owner,2523,75,eight,385000
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Toyota,2008,120000,Diesel,Individual,Manual,Second Owner,2494,102,eight,370000
Chevrolet Enjoy TCDi LS 8 Seater,Chevrolet,2015,120000,Diesel,Individual,Manual,First Owner,1248,73.8,eight,370000
Mahindra Scorpio SLX 4WD LE,Mahindra,2008,120000,Diesel,Individual,Manual,Fourth & Above Owner,2609,120,eight,365000
Mahindra Xylo D4 BSIV,Mahindra,2012,120000,Diesel,Individual,Manual,Fourth & Above Owner,2498,112,eight,350000
Mahindra Xylo D2,Mahindra,2011,120000,Diesel,Individual,Manual,First Owner,2489,95,eight,350000
Chevrolet Enjoy TCDi LS 8 Seater,Chevrolet,2014,120000,Diesel,Individual,Manual,Second Owner,1248,73.8,eight,350000
Mahindra Xylo D2 BS IV,Mahindra,2010,120000,Diesel,Individual,Manual,Second Owner,2489,95,eight,300000
Mahindra Scorpio VLX 2WD BSIII,Mahindra,2008,120000,Diesel,Individual,Manual,Second Owner,2179,120,eight,290000
Mahindra Scorpio VLX 2WD BSIII,Mahindra,2008,120000,Diesel,Individual,Manual,Second Owner,2179,120,eight,290000
Mahindra Bolero DI DX 8 Seater,Mahindra,2008,120000,Diesel,Individual,Manual,First Owner,2523,63,eight,250000
Mahindra Xylo D2,Mahindra,2011,120000,Diesel,Individual,Manual,First Owner,2489,95,eight,250000
Mahindra Scorpio 2.6 CRDe,Mahindra,2006,120000,Diesel,Individual,Manual,Third Owner,2179,120,eight,250000
Mahindra Xylo D2,Mahindra,2010,120000,Diesel,Individual,Manual,Second Owner,2489,95,eight,250000
Toyota Innova 2.5 G2,Toyota,2005,120000,Diesel,Individual,Manual,First Owner,2494,102,eight,245000
Mahindra Scorpio 2.6 SPORTZ CRDe,Mahindra,2006,120000,Diesel,Individual,Manual,Second Owner,2179,120,eight,220000
Mahindra Xylo D2 BS IV,Mahindra,2011,120000,Diesel,Individual,Manual,First Owner,2489,95,eight,200000
Mahindra Xylo D2,Mahindra,2011,120000,Diesel,Individual,Manual,Second Owner,2489,95,eight,180000
Mahindra Xylo E8,Mahindra,2009,120000,Diesel,Individual,Manual,Third Owner,2498,112,eight,161000
Maruti Omni 8 Seater BSII,Maruti,2010,120000,Petrol,Individual,Manual,Third Owner,796,35,eight,130000
Mahindra Scorpio 2.6 DX,Mahindra,2003,120000,Diesel,Individual,Manual,Third Owner,2609,116.6,eight,125000
Maruti Omni 8 Seater BSII,Maruti,2008,120000,Petrol,Individual,Manual,Second Owner,796,35,eight,100000
Maruti Omni 8 Seater BSII,Maruti,2012,120000,Petrol,Individual,Manual,Second Owner,796,35,eight,80000
Hyundai Verna 1.6 CRDi S,Hyundai,2015,119000,Diesel,Individual,Manual,First Owner,1582,126.2,five,560000
Chevrolet Optra Magnum 2.0 LT,Chevrolet,2011,119000,Diesel,Individual,Manual,Second Owner,1991,123.7,five,300000
Hyundai Verna CRDi SX,Hyundai,2007,119000,Diesel,Individual,Manual,Fourth & Above Owner,1493,110,five,135000
Mahindra Xylo D2 BSIV,Mahindra,2012,119000,Diesel,Individual,Manual,First Owner,2489,95,eight,250000
Tata Safari DICOR 2.2 EX 4x2,Tata,2012,118000,Diesel,Individual,Manual,Second Owner,2179,138.03,seven,250000
Maruti Ritz VDi,Maruti,2011,118000,Diesel,Individual,Manual,Second Owner,1248,73.9,five,350000
Hyundai Grand i10 CRDi Asta Option,Hyundai,2013,118000,Diesel,Individual,Manual,First Owner,1120,70,five,270000
Tata Indica V2 DLS TC,Tata,2009,118000,Diesel,Individual,Manual,Second Owner,1405,62,five,90000
Honda City i VTEC V,Honda,2015,117500,Petrol,Individual,Manual,Second Owner,1497,117.3,five,630000
Mahindra Ssangyong Rexton RX7,Mahindra,2013,117000,Diesel,Dealer,Automatic,First Owner,2696,184,seven,800000
Mahindra Ssangyong Rexton RX7,Mahindra,2013,117000,Diesel,Dealer,Automatic,First Owner,2696,184,seven,800000
Mahindra XUV500 W4,Mahindra,2014,117000,Diesel,Individual,Manual,Third Owner,2179,140,seven,649000
Hyundai Verna 1.6 SX,Hyundai,2014,117000,Diesel,Dealer,Manual,First Owner,1582,126.32,five,700000
Maruti Swift Dzire VXI,Maruti,2015,117000,Petrol,Individual,Manual,First Owner,1197,83.14,five,500000
Maruti Swift Ldi BSIV,Maruti,2009,117000,Diesel,Individual,Manual,First Owner,1248,75,five,279000
Fiat Grande Punto 1.3 Emotion (Diesel),Fiat,2011,117000,Diesel,Individual,Manual,Second Owner,1248,75,five,220000
Mahindra Xylo D4 BSIII,Mahindra,2012,117000,Diesel,Individual,Manual,First Owner,2498,112,eight,250000
Tata Manza Aura (ABS) Safire,Tata,2010,116700,Petrol,Individual,Manual,Fourth & Above Owner,1368,90,five,140000
Hyundai i20 1.4 CRDi Sportz,Hyundai,2011,116500,Diesel,Individual,Manual,First Owner,1396,90,five,350000
Hyundai i20 1.4 CRDi Sportz,Hyundai,2011,116500,Diesel,Individual,Manual,First Owner,1396,90,five,350000
Honda Amaze VX i-DTEC,Honda,2013,116104,Diesel,Dealer,Manual,First Owner,1498,98.6,five,500000
Mahindra Xylo E4,Mahindra,2011,116000,Diesel,Individual,Manual,First Owner,2498,112,seven,240000
Toyota Platinum Etios 1.4 GXD,Toyota,2018,116000,Diesel,Individual,Manual,First Owner,1364,67.05,five,780000
Toyota Platinum Etios 1.4 GXD,Toyota,2018,116000,Diesel,Individual,Manual,First Owner,1364,67.05,five,780000
Renault Duster 110PS Diesel RxL,Renault,2014,116000,Diesel,Individual,Manual,First Owner,1461,108.45,five,600000
Maruti Swift Dzire VDI,Maruti,2013,116000,Diesel,Individual,Manual,Second Owner,1248,74,five,525000
Skoda Rapid 1.6 MPI Elegance,Skoda,2012,116000,Petrol,Individual,Manual,First Owner,1598,103.5,five,385000
Skoda Octavia Ambiente 1.9 TDI,Skoda,2010,116000,Diesel,Individual,Manual,First Owner,1896,66,five,355000
Mahindra Scorpio LX,Mahindra,2013,115717,Diesel,Individual,Manual,First Owner,2179,120,nine,500000
Maruti Swift Dzire LDI,Maruti,2015,115000,Diesel,Individual,Manual,Second Owner,1248,74,five,420000
Maruti SX4 ZDI Leather,Maruti,2011,115000,Diesel,Individual,Manual,Fourth & Above Owner,1248,88.8,five,350000
Ford Ikon 1.4 TDCi DuraTorq,Ford,2009,115000,Diesel,Individual,Manual,Second Owner,1399,68,five,160000
Toyota Innova 2.5 Z Diesel 7 Seater BS IV,Toyota,2015,114368,Diesel,Dealer,Manual,Second Owner,2494,100.6,seven,1325000
Ford Fiesta 1.4 Duratorq ZXI,Ford,2006,114321,Diesel,Individual,Manual,Second Owner,1399,68,five,180000
Mahindra Xylo D4,Mahindra,2018,114000,Diesel,Individual,Manual,First Owner,2489,93.7,seven,650000
Volkswagen Passat 1.8 TSI MT,Volkswagen,2010,114000,Petrol,Individual,Manual,First Owner,1798,160,five,700000
Renault Duster 110PS Diesel RxZ,Renault,2014,114000,Diesel,Individual,Manual,First Owner,1461,108.45,five,600000
Maruti Swift VDI Windsong Limited edition,Maruti,2015,114000,Diesel,Dealer,Manual,First Owner,1248,73.94,five,565000
Maruti Alto LXI,Maruti,2003,114000,Petrol,Individual,Manual,First Owner,796,46.3,five,65000
Ford Classic 1.4 Duratorq Titanium,Ford,2014,113226,Diesel,Dealer,Manual,First Owner,1399,67,five,350000
Ford Figo 1.5D Base MT,Ford,2017,113000,Diesel,Individual,Manual,First Owner,1498,99,five,430000
Ford Figo 1.5D Base MT,Ford,2017,113000,Diesel,Individual,Manual,First Owner,1498,99,five,430000
Tata Indica GLS BS IV,Tata,2009,113000,Petrol,Individual,Manual,First Owner,1193,65.3,five,110000
Maruti Alto LX,Maruti,2004,113000,Petrol,Individual,Manual,Second Owner,796,46.3,five,60000
Maruti Swift VDI BSIV,Maruti,2007,112880,Diesel,Dealer,Manual,First Owner,1248,74,five,195000
Ford EcoSport 1.5 Diesel Titanium BSIV,Ford,2016,112879,Diesel,Dealer,Manual,Second Owner,1498,98.96,five,570000
Nissan Sunny Diesel XV,Nissan,2012,112072,Diesel,Individual,Manual,First Owner,1461,84.8,five,290000
Maruti Swift Dzire VXi,Maruti,2012,112048,Petrol,Individual,Manual,Second Owner,1298,85.8,five,380000
Tata New Safari Dicor EX 4X2 BS IV,Tata,2013,112011,Diesel,Individual,Manual,First Owner,2179,138.1,seven,541000
Mahindra Scorpio 1.99 S10 4WD,Mahindra,2016,112000,Diesel,Dealer,Manual,Second Owner,1997,120,seven,1000000
Mahindra Scorpio 2006-2009 LX 2.6 Turbo 9 Str,Mahindra,2008,112000,Diesel,Individual,Manual,First Owner,2609,120,nine,450000
Hyundai i20 Asta Option 1.4 CRDi,Hyundai,2016,112000,Diesel,Individual,Manual,First Owner,1396,88.73,five,616000
Ford Figo Diesel Titanium,Ford,2012,112000,Diesel,Individual,Manual,Second Owner,1399,68,five,190000
Maruti Wagon R LXI DUO BSIII,Maruti,2008,112000,LPG,Individual,Manual,Second Owner,1061,57.5,five,170000
Ford Figo Diesel EXI,Ford,2011,112000,Diesel,Individual,Manual,Second Owner,1399,68,five,160000
Toyota Innova 2.5 VX (Diesel) 8 Seater,Toyota,2014,112000,Diesel,Individual,Manual,Second Owner,2494,100.6,eight,900000
Hyundai i20 Active 1.4 SX,Hyundai,2016,111000,Diesel,Individual,Manual,Second Owner,1396,88.73,five,700000
Volkswagen Vento 1.5 TDI Highline,Volkswagen,2014,111000,Diesel,Individual,Manual,First Owner,1498,103.2,five,565000
Maruti Alto LXi,Maruti,2012,111000,Petrol,Individual,Manual,First Owner,796,46.3,five,220000
Maruti Alto K10 LXI,Maruti,2011,110048,Petrol,Individual,Manual,Third Owner,998,67.1,five,135000
Mahindra KUV 100 mFALCON G80 K8,Mahindra,2016,110000,Petrol,Individual,Manual,First Owner,1198,82,six,426000
Mahindra Scorpio S11 BSIV,Mahindra,2018,110000,Diesel,Individual,Manual,First Owner,2179,140,seven,1465000
Mahindra XUV500 W10 2WD,Mahindra,2016,110000,Diesel,Individual,Manual,First Owner,2179,140,seven,1175000
Mahindra XUV500 W10 2WD,Mahindra,2015,110000,Diesel,Individual,Manual,First Owner,2179,140,seven,1100000
Ford Endeavour Hurricane Limited Edition,Ford,2013,110000,Diesel,Individual,Automatic,Third Owner,2953,156,seven,1075000
Toyota Innova 2.5 Z Diesel 7 Seater,Toyota,2014,110000,Diesel,Individual,Manual,Second Owner,2494,100.6,seven,969999
Toyota Innova 2.5 VX (Diesel) 7 Seater,Toyota,2013,110000,Diesel,Individual,Manual,Second Owner,2494,100,seven,910000
Toyota Innova 2.5 G (Diesel) 7 Seater,Toyota,2015,110000,Diesel,Individual,Manual,First Owner,2494,100.6,seven,905000
Mahindra Scorpio 1.99 S10,Mahindra,2014,110000,Diesel,Individual,Manual,First Owner,1997,120,seven,900000
Mahindra Scorpio S2 7 Seater,Mahindra,2017,110000,Diesel,Individual,Manual,First Owner,2523,75,seven,850000
Mahindra Scorpio S2 7 Seater,Mahindra,2017,110000,Diesel,Individual,Manual,First Owner,2523,75,seven,850000
Mahindra XUV500 W8 AWD,Mahindra,2014,110000,Diesel,Individual,Manual,First Owner,2179,140,seven,825000
Mahindra XUV500 W6 2WD,Mahindra,2013,110000,Diesel,Individual,Manual,Second Owner,2179,140,seven,750000
Mahindra TUV 300 mHAWK100 T8 AMT,Mahindra,2016,110000,Diesel,Individual,Automatic,First Owner,1493,100,seven,750000
Maruti Ertiga SHVS VDI,Maruti,2016,110000,Diesel,Individual,Manual,First Owner,1248,88.5,seven,725000
Maruti Ertiga VDI,Maruti,2015,110000,Diesel,Individual,Manual,Second Owner,1248,88.76,seven,700000
Maruti Ertiga VDI,Maruti,2015,110000,Diesel,Individual,Manual,Third Owner,1248,88.76,seven,650000
Honda Mobilio RS i DTEC,Honda,2015,110000,Diesel,Individual,Manual,First Owner,1498,98.6,seven,650000
Maruti Ertiga VDI,Maruti,2015,110000,Diesel,Individual,Manual,Third Owner,1248,88.76,seven,650000
Mahindra XUV500 W8 2WD,Mahindra,2011,110000,Diesel,Individual,Manual,Second Owner,2179,140,seven,575000
Maruti Ertiga VDI,Maruti,2012,110000,Diesel,Individual,Manual,Second Owner,1248,88.76,seven,550000
Maruti Ertiga VDI,Maruti,2014,110000,Diesel,Individual,Manual,First Owner,1248,88.76,seven,545000
Maruti Ertiga VDI,Maruti,2014,110000,Diesel,Individual,Manual,First Owner,1248,88.76,seven,545000
Mahindra Bolero 2011-2019 ZLX,Mahindra,2015,110000,Diesel,Individual,Manual,Second Owner,2523,62.1,seven,540000
Maruti Ertiga VDI,Maruti,2014,110000,Diesel,Individual,Manual,Second Owner,1248,88.76,seven,525000
