battery_power,blue_tooth,clock_speed,dual_sim,Front_Camera_mx,four_g,int_memory,mobile_dep,mobile_wt,n_cores,Pimary_camera_mx,ram,screen_height,screen_width,talk_time,three_g,touch_screen,wifi,price_$
840,No,1.2,Yes,5,Yes,15,0.3,178,six,8,2636,12,2,6,Yes,Yes,No,650.7703217
991,No,2,No,2,Yes,12,0.3,158,five,6,2014,11,9,10,Yes,No,No,272.9039507
1724,Yes,1.8,No,0,Yes,9,0.8,100,two,1,3056,18,16,6,Yes,No,No,831.564805
584,Yes,1.8,No,0,Yes,19,0.3,168,three,0,465,12,8,4,Yes,Yes,No,172.8821271
860,Yes,1.3,Yes,1,Yes,49,0.7,141,six,13,3869,16,14,20,Yes,Yes,Yes,452.212899
1541,Yes,2.8,Yes,10,Yes,28,0.2,165,five,15,1108,12,1,7,Yes,No,Yes,275.4205206
615,Yes,0.5,Yes,7,No,58,0.5,130,five,8,1906,14,5,5,Yes,No,No,147.2004742
912,Yes,2.8,Yes,6,Yes,46,0.4,84,four,11,851,8,4,4,Yes,Yes,Yes,75.12990082
1278,Yes,1.2,No,10,Yes,60,0.6,172,seven,14,3142,11,4,19,Yes,No,Yes,756.298708
1365,No,0.6,No,0,Yes,31,0.3,125,four,0,1300,14,7,13,Yes,No,Yes,131.4814183
1702,No,1,No,7,No,36,0.1,177,five,9,1430,8,6,10,No,No,No,443.9932768
589,Yes,0.5,No,1,Yes,59,0.7,146,eight,4,362,16,10,6,Yes,Yes,Yes,93.38510146
1347,No,1.5,Yes,10,No,56,0.3,95,one,19,2456,13,0,13,Yes,Yes,Yes,898.380309
1644,No,2.8,No,0,Yes,44,1,137,eight,0,2360,7,4,19,Yes,No,No,357.4755044
956,No,1.9,Yes,1,No,42,0.1,133,seven,11,3700,10,0,7,Yes,Yes,No,1084.377434
1089,No,1.4,Yes,10,No,2,0.1,153,seven,20,2620,7,5,13,Yes,No,No,558.8560294
871,No,0.6,No,2,No,52,0.1,178,three,3,437,14,7,17,Yes,No,No,110.9481362
664,No,1.5,No,5,Yes,6,0.9,164,two,19,3774,11,5,18,Yes,No,No,756.5439434
1874,Yes,0.6,No,1,No,19,0.8,192,two,9,1218,15,10,17,No,Yes,No,191.9401313
1928,No,2.6,No,5,No,5,0.8,162,five,16,696,14,12,15,Yes,Yes,Yes,100.3118143
888,No,2.6,Yes,2,Yes,33,0.4,198,two,17,3407,12,1,20,Yes,No,No,851.4905358
1077,Yes,1.7,Yes,1,No,58,0.8,86,seven,13,3902,9,3,3,Yes,No,No,306.558701
1023,Yes,2.3,Yes,5,Yes,30,0.2,80,eight,7,2086,10,0,19,Yes,Yes,Yes,81.91995127
1426,Yes,0.8,No,2,Yes,42,0.6,84,three,10,1356,15,9,16,Yes,No,Yes,228.1525595
831,No,1.7,Yes,7,Yes,26,0.7,177,five,11,1704,6,5,20,Yes,Yes,Yes,120.463042
1496,Yes,1.3,Yes,0,Yes,6,0.5,85,three,9,3571,16,1,11,Yes,Yes,Yes,408.1821399
1433,Yes,2.3,No,2,Yes,5,0.1,129,five,11,2132,18,15,19,Yes,No,Yes,130.6475076
1095,Yes,2.6,Yes,0,Yes,44,0.7,103,four,5,3209,13,11,8,Yes,Yes,Yes,261.8399783
643,Yes,0.7,Yes,3,Yes,23,0.8,156,one,9,2096,13,6,2,Yes,No,No,225.7329886
1142,Yes,1.1,No,0,Yes,6,0.5,198,four,0,1273,19,0,6,Yes,No,No,87.35933744
730,Yes,0.5,Yes,3,Yes,27,0.1,112,five,10,3623,9,4,15,Yes,Yes,No,163.322829
1901,Yes,0.5,No,5,Yes,41,0.6,131,two,17,368,5,1,12,Yes,No,No,41.26727088
1510,No,0.6,Yes,1,No,32,0.7,135,three,8,854,8,2,10,Yes,No,Yes,79.483552
1924,No,2.6,No,0,Yes,59,0.9,136,six,0,3646,10,9,16,Yes,No,Yes,660.9223869
1825,No,1.1,Yes,13,Yes,17,0.1,157,four,18,3130,12,4,2,Yes,No,Yes,703.7880654
1275,Yes,0.5,Yes,3,Yes,5,0.2,152,one,9,3784,13,4,4,Yes,Yes,No,571.8472978
987,Yes,2.3,No,9,No,17,0.8,124,seven,17,3885,11,0,14,Yes,Yes,No,356.294414
1538,Yes,2.3,No,6,Yes,13,0.2,121,seven,7,1494,18,10,12,Yes,Yes,Yes,266.1142205
1965,Yes,0.5,No,4,Yes,29,0.5,149,five,13,2973,11,1,20,Yes,Yes,Yes,394.7533882
808,No,1.9,No,7,No,20,0.8,185,six,14,1471,13,4,11,No,Yes,No,53.66173179
712,No,0.5,No,6,No,27,0.5,86,two,11,2001,11,10,12,Yes,Yes,Yes,228.5163728
1507,Yes,0.9,Yes,0,Yes,42,0.4,123,five,0,1486,15,3,19,Yes,No,No,186.4214444
912,No,0.7,No,3,No,47,0.9,182,three,6,1321,7,2,6,No,Yes,Yes,164.8605222
769,Yes,1.2,No,2,No,17,0.1,95,eight,4,1877,18,2,11,No,No,Yes,201.3102914
948,No,2.3,No,14,No,22,0.1,173,five,20,3499,11,7,19,Yes,Yes,Yes,1077.031418
507,Yes,1.9,Yes,0,Yes,39,0.7,142,one,0,2124,6,0,12,Yes,Yes,No,227.2365851
1384,Yes,2.8,Yes,15,No,60,0.1,82,three,18,1221,18,12,15,Yes,No,Yes,350.9037873
1766,Yes,1.3,No,1,No,29,0.5,194,eight,20,2316,19,2,6,No,No,Yes,700.7584795
1407,No,1.8,Yes,5,Yes,16,0.2,170,four,6,1068,6,0,8,Yes,Yes,No,138.7575772
614,No,2.9,Yes,3,Yes,24,0.2,94,four,7,1930,13,12,4,Yes,No,Yes,238.0998638
1972,No,2.9,No,9,No,14,0.4,196,seven,18,1316,8,1,8,Yes,Yes,No,169.7020427
1039,No,0.5,Yes,8,No,47,0.2,130,eight,9,1742,18,12,15,Yes,No,No,260.4448748
511,Yes,3,Yes,5,Yes,34,0.9,125,eight,13,3265,14,7,14,Yes,No,No,381.8648557
1811,Yes,2.5,No,4,Yes,5,0.6,98,four,16,2700,13,7,8,Yes,Yes,Yes,508.3992819
1159,No,1.5,No,3,No,36,0.4,104,four,8,2115,8,7,18,No,No,No,583.7568106
1848,No,1.3,Yes,7,No,12,0.1,178,two,19,3915,9,7,8,No,No,Yes,725.0597973
1988,Yes,0.5,No,0,Yes,16,0.1,94,eight,1,3144,16,2,14,Yes,No,No,554.7469209
1469,No,0.5,No,3,Yes,58,0.5,150,seven,8,1571,17,16,2,Yes,No,No,349.9513439
1423,No,0.6,No,12,No,44,0.8,131,five,13,2253,10,8,9,No,No,No,98.96746866
1974,No,0.5,Yes,9,No,10,0.8,145,six,12,1433,6,1,17,No,No,No,184.0356545
835,No,0.8,Yes,2,Yes,42,0.8,128,five,18,2583,15,2,13,Yes,Yes,Yes,370.8599157
1429,No,0.6,No,8,No,42,0.9,151,five,9,1817,6,1,16,Yes,No,No,88.90419844
947,Yes,0.5,No,1,Yes,51,0.1,144,two,15,2915,17,1,6,Yes,Yes,Yes,520.1737256
1446,Yes,2.8,Yes,0,Yes,18,0.3,178,eight,1,3340,8,0,16,Yes,Yes,Yes,1070.60589
1332,No,1.3,Yes,5,Yes,7,0.8,168,seven,19,2790,19,11,10,Yes,Yes,No,236.3862795
1498,Yes,1.2,Yes,0,Yes,14,0.1,191,four,1,577,14,12,12,Yes,Yes,No,82.02287002
1576,Yes,0.9,Yes,0,Yes,14,0.4,173,two,4,3220,17,2,6,Yes,Yes,No,633.1601837
1398,No,1.6,Yes,8,Yes,26,0.8,150,one,12,3488,14,3,11,Yes,Yes,No,814.5180201
1885,No,2.4,Yes,12,Yes,14,0.6,92,four,15,1277,9,6,16,Yes,No,Yes,144.2168243
798,Yes,0.5,Yes,7,No,2,0.8,148,two,15,3593,14,9,3,No,Yes,No,277.0414706
1436,No,2.5,Yes,0,Yes,42,0.9,124,eight,1,2736,12,5,19,Yes,Yes,No,680.8817078
1998,Yes,1.2,No,8,No,31,0.6,196,eight,19,2311,17,9,18,Yes,Yes,No,482.6567401
1321,Yes,1.3,No,0,Yes,63,0.4,109,eight,9,1464,7,6,16,Yes,Yes,Yes,109.4786324
1021,No,1.3,No,7,No,9,0.7,192,two,12,1355,6,1,14,Yes,Yes,No,223.3152038
1339,Yes,2.3,Yes,0,No,40,0.1,123,two,1,2382,6,4,7,Yes,No,Yes,506.606754
1210,Yes,1.6,Yes,9,No,57,0.5,111,four,20,1886,16,0,17,Yes,No,Yes,225.3352445
1949,Yes,0.5,Yes,2,Yes,31,0.1,145,five,9,832,7,3,19,Yes,No,No,245.5509638
882,No,0.7,Yes,9,Yes,28,0.2,151,six,16,751,19,11,8,Yes,No,Yes,57.30291347
1549,Yes,1.5,Yes,0,Yes,27,0.4,113,five,7,436,10,8,11,Yes,No,No,113.1756827
1991,No,2.2,Yes,1,Yes,42,0.7,82,one,13,722,6,5,10,Yes,Yes,No,62.65527467
796,No,0.5,No,2,No,12,0.5,114,one,8,1075,7,3,2,No,Yes,No,67.05496093
1012,No,0.5,Yes,4,No,39,0.1,161,four,6,2802,8,0,10,Yes,Yes,No,423.7701314
1318,No,1.9,Yes,0,Yes,11,0.8,188,two,15,1780,12,10,2,Yes,No,No,223.4349964
1708,No,0.8,No,8,Yes,14,0.9,197,four,16,1247,19,16,16,Yes,No,No,190.2227653
598,Yes,0.8,Yes,8,Yes,62,0.1,117,eight,9,3066,11,2,19,Yes,Yes,No,462.0978326
541,Yes,2.3,No,4,No,51,0.4,200,eight,17,403,11,2,12,No,No,No,71.42703298
818,No,0.5,Yes,2,Yes,23,0.2,192,five,17,2518,19,12,3,Yes,Yes,No,496.7222596
1414,No,0.5,No,0,Yes,15,0.8,168,two,0,1069,18,6,14,Yes,No,No,52.48920551
601,Yes,1.7,Yes,3,Yes,6,0.8,169,four,11,2651,14,8,9,Yes,No,Yes,451.9286702
561,Yes,2.8,Yes,2,Yes,40,0.1,99,seven,6,2974,15,12,19,Yes,No,Yes,500.669692
1616,Yes,2.3,Yes,3,No,52,0.1,100,five,8,657,7,3,2,Yes,Yes,No,136.8378766
1263,Yes,1.4,Yes,1,Yes,32,0.4,103,two,2,3372,18,13,10,Yes,Yes,No,221.7259404
1604,Yes,1.9,Yes,0,Yes,63,0.6,93,five,2,1464,15,9,20,Yes,Yes,No,189.8066787
539,No,2,Yes,1,No,24,0.5,86,four,2,1326,7,4,3,Yes,Yes,No,57.93576288
1071,No,2.6,No,0,No,49,0.3,199,four,5,3393,6,5,7,Yes,No,No,686.4986284
826,No,0.5,Yes,0,Yes,57,0.5,135,two,0,323,17,3,7,Yes,No,Yes,106.2092195
771,No,2.9,No,2,No,62,0.7,106,one,8,1628,9,3,6,No,Yes,No,307.5397481
1811,No,2.9,No,0,No,33,0.2,132,eight,2,2610,8,3,13,Yes,Yes,No,686.172041
1842,Yes,2.2,Yes,7,No,56,0.4,179,four,10,3721,16,11,4,No,Yes,Yes,1058.18524
1420,No,2.8,Yes,1,No,50,0.1,100,eight,8,763,17,1,17,No,Yes,Yes,34.58315773
1763,No,0.5,Yes,12,No,10,0.2,184,three,19,792,17,12,13,Yes,No,Yes,120.359647
1163,Yes,1.9,No,6,No,2,0.9,133,five,20,1568,14,0,19,Yes,No,No,121.9982547
1805,Yes,0.5,No,0,No,29,0.2,182,four,2,1276,19,4,17,No,Yes,No,107.6302939
610,Yes,1.6,Yes,9,No,52,0.4,90,four,19,3472,10,4,12,Yes,Yes,Yes,832.2282061
1533,Yes,1.1,Yes,18,Yes,17,0.3,160,four,20,2520,8,2,11,Yes,No,Yes,551.7941079
1924,No,0.5,No,3,Yes,63,0.3,111,two,10,3423,13,3,19,Yes,No,No,780.0689639
1801,No,0.5,Yes,6,No,52,0.9,120,six,10,258,14,8,9,Yes,No,No,57.97705499
1726,Yes,1.9,No,1,Yes,42,0.6,106,five,3,1868,16,7,6,Yes,No,No,438.3178302
794,No,2.5,Yes,15,No,14,0.6,197,three,19,2171,19,8,18,No,No,Yes,197.7540565
1686,Yes,0.5,Yes,4,No,28,0.8,182,five,8,780,11,10,5,No,No,No,73.56563173
1444,Yes,2.1,Yes,0,No,6,0.9,103,one,1,712,17,5,10,No,No,No,102.6832503
1004,No,1.6,Yes,0,Yes,30,1,160,eight,1,1012,7,4,13,Yes,Yes,Yes,133.5173223
1242,Yes,2.4,No,8,No,28,0.2,166,four,9,318,11,10,19,Yes,No,No,82.94755289
539,No,1.5,No,6,Yes,26,0.2,137,six,8,3948,18,11,15,Yes,Yes,Yes,779.8881505
717,No,1.1,Yes,2,Yes,14,0.1,99,eight,6,629,16,15,20,Yes,No,No,161.9176395
1540,No,0.7,Yes,0,Yes,29,0.1,157,seven,1,1161,11,8,5,Yes,No,No,148.1297812
672,No,0.5,No,7,Yes,35,0.1,99,eight,17,1403,16,7,6,Yes,No,No,68.18307144
1325,Yes,0.5,No,0,Yes,13,1,133,four,8,3707,19,3,18,Yes,Yes,No,445.4243988
950,No,0.5,No,6,Yes,55,0.1,124,eight,7,1305,6,5,4,Yes,No,Yes,106.3391
948,No,1.5,Yes,6,No,18,0.3,119,four,7,2926,17,13,9,Yes,Yes,Yes,705.250204
1328,Yes,0.5,No,5,Yes,27,0.3,144,three,18,2674,7,2,5,Yes,No,Yes,570.0889767
1447,No,0.5,No,3,No,40,0.7,184,two,5,471,8,4,20,No,No,Yes,127.5754369
1973,Yes,0.5,Yes,3,No,21,0.8,95,eight,7,1724,12,10,8,No,No,Yes,96.44500544
1731,Yes,2.3,Yes,18,No,60,0.5,171,four,20,1220,9,3,20,No,Yes,No,259.3918532
1617,No,1.5,No,1,Yes,63,0.7,111,two,10,2754,19,10,8,Yes,Yes,Yes,364.1601952
1791,Yes,0.5,Yes,1,Yes,33,0.5,110,five,4,594,17,8,16,Yes,No,Yes,102.0444764
851,No,2.3,Yes,7,Yes,54,1,101,two,9,1005,12,2,14,Yes,No,Yes,78.51708207
856,No,1.9,Yes,0,Yes,14,0.6,115,one,7,2439,6,3,12,Yes,Yes,Yes,295.7277219
714,Yes,0.5,No,1,No,30,0.3,145,four,2,2302,12,10,10,No,Yes,Yes,237.2863082
951,No,0.5,No,6,Yes,15,0.6,81,two,17,1083,16,11,16,Yes,Yes,No,177.5476184
1303,Yes,2.1,No,6,Yes,10,0.4,109,eight,15,2219,9,3,15,Yes,Yes,Yes,486.4218509
1550,Yes,2.7,No,2,No,32,0.1,126,seven,5,1571,12,3,14,No,No,No,392.7036482
1759,Yes,1.4,No,10,Yes,15,0.4,101,four,13,2107,18,5,16,Yes,Yes,No,246.4307743
1448,No,0.5,Yes,18,No,2,0.2,100,five,19,593,9,4,18,Yes,Yes,Yes,39.99089933
1987,Yes,1.9,No,0,No,50,0.7,119,eight,18,857,12,4,6,Yes,Yes,No,299.0985216
908,No,2.1,No,1,No,44,0.6,95,five,2,3518,16,12,7,Yes,Yes,Yes,669.5472151
820,No,0.5,Yes,2,No,58,0.3,160,four,4,1284,17,7,17,No,No,Yes,53.4393883
904,No,2.7,Yes,4,No,19,0.6,147,six,7,545,19,18,16,No,No,No,69.98264089
667,No,1.3,Yes,4,Yes,6,0.1,149,six,10,3566,9,5,12,Yes,No,Yes,339.0977532
1109,No,2.1,No,1,No,34,0.1,173,one,4,2821,13,5,17,Yes,No,Yes,424.4856097
1333,No,1.4,No,3,Yes,59,0.7,183,seven,5,3442,18,16,5,Yes,Yes,No,572.4687546
1352,No,2.4,No,5,Yes,6,0.9,92,six,9,1309,12,1,14,Yes,No,No,117.3301993
1600,No,2.5,Yes,1,No,19,0.6,88,six,9,1179,10,3,18,No,No,Yes,167.0435861
1454,No,1.4,Yes,8,No,37,0.8,80,eight,20,1713,16,0,19,No,No,No,147.6532557
1489,No,2.1,Yes,0,No,9,0.4,169,three,1,1663,9,3,14,Yes,No,Yes,311.8015117
1823,No,2.8,Yes,11,No,10,0.6,81,eight,19,1812,5,0,19,Yes,Yes,Yes,439.2478284
1581,Yes,1,No,9,No,41,0.4,172,four,19,1384,19,9,2,No,Yes,Yes,208.1434411
1672,Yes,1.7,Yes,1,Yes,44,0.5,172,eight,4,1348,11,6,7,Yes,Yes,Yes,206.6755694
1283,Yes,0.7,Yes,0,Yes,27,0.2,80,four,6,3957,17,15,6,Yes,No,No,728.1538514
630,No,2,No,9,Yes,14,0.5,180,eight,13,1212,12,8,12,Yes,No,No,109.9260203
659,No,2.2,No,0,Yes,24,0.7,151,eight,2,3925,8,1,10,Yes,Yes,Yes,661.9790056
1811,Yes,0.5,Yes,0,No,32,1,115,six,0,348,17,11,18,Yes,No,Yes,56.16581109
688,Yes,2.5,No,9,No,40,0.2,109,five,20,1382,12,7,8,No,Yes,No,244.0138335
514,Yes,2.9,Yes,5,No,18,0.7,141,two,8,980,13,7,16,No,No,Yes,65.40102854
1933,No,2.8,Yes,1,No,16,0.5,154,three,9,838,14,2,18,No,Yes,No,128.4971032
915,No,2,No,8,Yes,31,0.3,91,three,20,378,11,6,9,Yes,Yes,No,71.34628402
1006,No,2.2,Yes,4,Yes,22,0.8,135,four,8,909,18,4,7,Yes,No,Yes,110.0026497
1134,Yes,0.9,No,2,Yes,13,0.4,92,four,19,3632,17,8,19,Yes,Yes,No,655.2313047
599,Yes,2.9,No,0,Yes,64,0.3,186,eight,1,3396,5,3,7,Yes,No,No,267.2267847
973,No,0.5,Yes,5,No,53,0.5,196,five,7,1861,13,10,16,No,Yes,No,284.3832231
1180,Yes,2.5,No,0,Yes,27,0.1,90,six,1,348,7,5,19,Yes,Yes,Yes,102.957382
1237,Yes,2.5,No,7,No,13,0.8,98,four,12,2528,11,8,16,No,No,No,347.5372736
659,No,0.5,Yes,7,Yes,5,0.3,169,eight,10,2190,16,10,16,Yes,Yes,No,218.6995087
1142,Yes,1.4,Yes,6,No,6,0.7,190,eight,8,663,12,4,5,No,Yes,Yes,90.42419094
1002,No,2.7,Yes,16,Yes,11,0.4,185,six,18,961,10,7,19,Yes,No,Yes,86.85519036
1392,No,2.5,No,0,Yes,44,0.7,113,four,2,1280,8,1,16,Yes,No,Yes,249.0467106
602,No,0.9,No,9,No,50,0.9,141,eight,18,2189,7,5,16,No,Yes,No,423.8620246
1249,Yes,0.5,No,3,Yes,55,0.8,140,three,8,531,18,10,13,Yes,Yes,Yes,65.96026488
531,Yes,0.5,Yes,0,Yes,12,0.5,121,four,3,2331,18,12,20,Yes,No,Yes,263.5808754
1450,No,2.1,No,1,No,31,0.6,114,five,4,794,11,5,9,No,Yes,Yes,228.685818
1342,No,2.8,No,1,No,50,0.1,173,one,8,2644,7,2,11,No,Yes,Yes,203.785436
832,Yes,0.5,No,5,Yes,22,0.6,198,one,8,1666,15,4,20,Yes,Yes,Yes,208.8489774
867,Yes,1.5,No,0,Yes,57,0.1,159,four,0,2157,8,6,18,Yes,No,No,193.8105902
1404,No,2.1,No,16,No,44,0.9,151,one,20,1196,10,6,5,No,No,Yes,248.1324483
840,No,0.9,Yes,6,No,33,0.7,150,six,7,2072,10,8,19,No,Yes,No,475.6668262
1368,No,0.5,No,10,Yes,42,0.2,91,one,20,1590,12,0,14,Yes,No,No,255.741495
1927,No,0.9,Yes,3,No,11,0.4,190,eight,12,2916,16,11,18,No,Yes,Yes,183.4603741
1714,No,0.5,Yes,7,No,31,0.4,120,two,10,3707,5,1,19,No,No,Yes,544.4983622
1201,Yes,0.5,No,1,Yes,10,0.4,198,six,5,726,11,4,3,Yes,Yes,No,88.69334063
1796,Yes,2.3,No,4,No,44,0.9,184,two,11,3577,17,7,4,Yes,Yes,No,849.6006769
1147,No,0.8,Yes,11,No,28,0.7,158,six,13,2627,18,3,15,Yes,No,Yes,221.7246443
776,Yes,1.7,No,0,Yes,20,1,146,four,9,685,15,11,7,Yes,Yes,Yes,121.5345192
510,No,2.6,No,0,No,33,0.1,110,six,10,1693,6,2,5,No,Yes,No,107.2058759
1045,Yes,1.2,Yes,3,Yes,40,0.1,175,six,7,2137,11,8,12,Yes,No,Yes,257.8043264
1497,Yes,0.9,Yes,4,Yes,10,0.1,153,eight,20,3696,9,0,3,Yes,No,Yes,620.4565504
1425,Yes,0.6,No,0,Yes,33,0.5,89,three,2,3771,10,3,9,Yes,No,Yes,615.9466955
726,No,2.2,No,0,Yes,40,0.8,94,four,20,1342,16,11,4,Yes,Yes,Yes,114.6288839
1576,Yes,2,No,0,Yes,20,0.6,148,three,0,1379,17,1,16,Yes,No,Yes,199.5039792
714,Yes,2.1,Yes,5,Yes,11,0.1,197,three,6,1164,15,12,19,Yes,Yes,No,267.0892028
1595,No,1.9,Yes,1,No,63,0.9,88,one,20,908,18,13,6,No,No,Yes,161.1650974
541,No,1,No,0,Yes,10,0.4,127,four,0,1019,19,9,15,Yes,Yes,No,145.2539839
1617,Yes,2.6,No,14,No,29,0.9,113,six,20,3685,13,1,18,No,No,No,486.2638849
1154,No,1.1,Yes,2,Yes,5,0.2,98,one,13,1470,12,0,12,Yes,No,No,97.2320023
1638,No,1,No,6,No,2,0.2,189,one,11,2299,19,9,9,Yes,Yes,Yes,634.5206804
1150,Yes,2.7,No,0,No,39,0.4,151,eight,1,999,6,2,11,Yes,Yes,No,97.2528875
1254,Yes,2.3,No,0,Yes,44,0.2,149,one,10,3011,7,4,12,Yes,Yes,No,505.3535255
1806,Yes,2,Yes,2,Yes,54,0.1,117,one,11,3142,13,0,6,Yes,No,Yes,523.3345258
603,No,1.5,No,8,No,12,0.7,114,six,20,1543,7,5,19,Yes,Yes,No,116.7209456
1834,No,2.1,No,7,Yes,40,0.1,99,four,11,3692,13,0,16,Yes,Yes,No,1012.240155
520,No,2.3,No,0,Yes,31,0.8,145,six,14,2753,13,7,17,Yes,No,Yes,38.61111171
565,No,0.6,Yes,1,No,50,0.1,158,two,8,2156,13,6,6,Yes,Yes,Yes,343.8151561
1689,Yes,0.5,No,11,No,9,0.5,150,five,15,2637,8,4,3,Yes,No,No,563.6735257
742,Yes,2.3,No,0,No,21,0.7,104,eight,1,331,11,8,7,Yes,No,No,80.6696748
1143,No,1.2,Yes,1,Yes,22,1,125,three,6,1214,12,5,16,Yes,Yes,No,263.0083207
761,Yes,0.5,No,9,No,3,0.8,196,seven,15,2248,19,3,15,Yes,Yes,Yes,286.3557314
959,Yes,1.3,Yes,0,No,36,0.4,196,five,14,3073,19,1,8,Yes,Yes,Yes,697.4517729
772,Yes,1.2,Yes,7,Yes,8,0.6,134,seven,8,422,7,6,15,Yes,No,No,104.3218135
1015,Yes,0.8,No,5,No,12,0.5,102,three,14,2293,5,1,2,No,Yes,No,178.264984
1824,Yes,1.9,Yes,9,Yes,2,0.7,103,one,14,3958,12,2,19,Yes,Yes,No,829.6063811
1130,Yes,0.5,Yes,1,Yes,29,0.7,130,one,14,432,6,1,10,Yes,Yes,Yes,82.49860087
1183,Yes,0.5,Yes,3,Yes,48,0.1,120,eight,12,1152,8,3,3,Yes,No,No,94.82019757
574,Yes,2,Yes,0,Yes,26,0.5,118,six,2,1303,8,4,2,Yes,No,Yes,124.4141507
1472,No,3,No,4,Yes,20,0.3,169,two,6,797,6,1,11,Yes,Yes,No,144.9477385
1868,Yes,0.5,No,2,Yes,40,0.9,179,eight,17,298,8,2,17,Yes,Yes,No,80.33593119
1375,No,2.9,No,2,No,20,0.4,147,six,7,3847,8,0,12,Yes,No,Yes,618.7178407
881,No,1,No,1,No,64,0.5,160,three,6,2110,18,9,6,Yes,Yes,Yes,310.8754002
1742,Yes,0.5,Yes,5,Yes,43,0.9,176,three,7,1921,9,2,3,Yes,Yes,No,293.1573023
1225,No,0.7,Yes,6,No,60,0.1,107,two,15,2423,17,11,6,Yes,No,No,543.1546906
1970,Yes,0.5,Yes,0,Yes,15,1,132,two,0,1658,15,9,20,Yes,Yes,Yes,247.953226
1186,Yes,0.5,Yes,2,No,21,0.4,160,eight,4,2361,17,8,7,Yes,No,No,220.1962063
1762,No,0.7,No,7,No,60,0.1,157,four,10,1380,14,5,14,Yes,No,No,192.6766848
1731,Yes,1.4,Yes,4,Yes,4,0.5,163,six,18,3892,5,1,4,Yes,Yes,Yes,1167.872907
852,No,1.8,Yes,5,Yes,8,0.8,160,five,9,315,7,6,20,Yes,No,No,138.9461144
848,Yes,1.5,Yes,4,Yes,36,0.3,151,four,16,2289,10,2,19,Yes,Yes,Yes,145.4292708
1575,No,2.5,Yes,0,Yes,11,0.2,185,seven,20,2182,7,3,17,Yes,Yes,No,456.4435171
1554,No,2.8,Yes,7,No,23,0.1,105,six,18,2184,13,9,20,Yes,No,Yes,575.3373877
1972,Yes,1.6,No,0,No,48,0.5,92,eight,2,2872,7,2,11,Yes,No,Yes,510.1974109
827,Yes,0.6,Yes,9,Yes,35,0.2,87,six,17,2367,5,3,15,Yes,No,Yes,245.0231622
1063,No,1.5,No,7,No,3,0.9,155,four,10,1919,12,10,20,Yes,Yes,No,246.9387329
1695,No,2.3,Yes,1,No,34,0.4,84,five,10,3296,17,6,14,No,No,No,762.1596214
1343,No,2.4,Yes,5,Yes,14,0.9,81,eight,10,462,18,7,11,Yes,Yes,Yes,109.3100577
834,No,0.5,No,2,Yes,27,0.2,123,one,16,1591,11,9,20,Yes,Yes,No,198.3765714
595,No,2.6,No,0,Yes,20,0.4,122,two,18,1593,19,11,2,Yes,No,Yes,99.5901767
1081,Yes,1.9,Yes,13,Yes,42,0.1,101,seven,17,2456,7,4,7,Yes,No,No,122.1898434
911,No,1.4,Yes,3,No,14,0.7,199,four,4,2933,16,3,11,No,Yes,No,819.8796165
844,No,2.2,Yes,1,Yes,22,0.9,197,seven,2,3154,14,11,7,Yes,No,No,628.2693765
1335,Yes,3,No,3,No,60,0.8,180,two,4,3615,5,2,9,Yes,No,No,793.6036276
1883,No,1.6,No,9,No,24,0.1,87,one,16,3563,17,10,3,No,No,No,533.5824026
1128,Yes,0.5,Yes,6,No,33,0.6,147,eight,7,1440,17,15,19,Yes,No,No,288.4532491
826,Yes,2.4,Yes,14,Yes,57,0.6,117,two,17,1907,15,14,5,Yes,No,No,324.5083757
1650,No,2.3,No,0,Yes,38,0.7,89,one,1,324,14,10,2,Yes,Yes,Yes,112.5740889
1162,No,1,No,0,No,50,0.5,104,four,10,1404,10,3,15,Yes,Yes,Yes,361.6623289
1517,No,2.5,No,2,Yes,8,0.8,169,four,18,2738,18,16,12,Yes,No,No,558.1326638
963,No,0.5,No,1,Yes,60,0.8,156,three,3,2722,12,6,16,Yes,No,No,380.2935233
1837,No,1,Yes,5,Yes,12,0.9,103,eight,6,2294,8,7,20,Yes,No,Yes,558.2604791
1028,Yes,2.8,No,1,Yes,30,0.1,193,one,10,1424,18,4,13,Yes,No,Yes,166.4906906
1831,Yes,2.2,Yes,4,No,55,1,189,eight,9,1133,14,3,10,No,Yes,No,222.440216
571,Yes,2,Yes,5,Yes,58,0.6,101,six,11,555,19,10,11,Yes,No,Yes,76.587649
1770,Yes,2.3,No,0,No,9,0.6,183,six,5,3785,13,10,14,Yes,No,Yes,680.6115001
970,Yes,1.3,Yes,5,No,59,0.2,84,seven,19,3675,12,0,12,No,No,No,855.9293203
642,Yes,0.5,No,0,Yes,38,0.8,86,five,10,435,9,2,2,Yes,Yes,No,109.766178
622,Yes,1.9,Yes,12,No,11,0.8,193,eight,14,3183,5,0,4,Yes,Yes,Yes,573.2754866
600,Yes,1.8,No,9,Yes,6,0.8,199,two,15,3495,17,4,7,Yes,Yes,No,517.6035945
1412,No,0.6,No,9,No,57,0.2,86,three,10,1853,15,10,18,No,No,Yes,210.0913722
733,No,0.8,No,7,No,16,0.4,138,four,12,2648,12,0,19,Yes,Yes,No,531.9398964
1070,Yes,3,No,9,No,19,0.8,160,seven,16,2647,14,13,20,No,Yes,No,360.455132
875,Yes,0.7,Yes,1,No,30,0.7,146,eight,8,702,19,15,15,Yes,Yes,Yes,78.2184908
