battery_power,blue_tooth,clock_speed,dual_sim,Front_Camera_mx,four_g,int_memory,mobile_dep,mobile_wt,n_cores,Pimary_camera_mx,ram,screen_height,screen_width,talk_time,three_g,touch_screen,wifi,price_range
1321,Yes,1.3,No,0,Yes,63,0.4,109,eight,9,1464,7,6,16,Yes,Yes,Yes,meduim
1021,No,1.3,No,7,No,9,0.7,192,two,12,1355,6,1,14,Yes,Yes,No,meduim
1339,Yes,2.3,Yes,0,No,40,0.1,123,two,1,2382,6,4,7,Yes,No,Yes,high
1210,Yes,1.6,Yes,9,No,57,0.5,111,four,20,1886,16,0,17,Yes,No,Yes,meduim
1949,Yes,0.5,Yes,2,Yes,31,0.1,145,five,9,832,7,3,19,Yes,No,No,meduim
882,No,0.7,Yes,9,Yes,28,0.2,151,six,16,751,19,11,8,Yes,No,Yes,low
1549,Yes,1.5,Yes,0,Yes,27,0.4,113,five,7,436,10,8,11,Yes,No,No,low
1991,No,2.2,Yes,1,Yes,42,0.7,82,one,13,722,6,5,10,Yes,Yes,No,low
796,No,0.5,No,2,No,12,0.5,114,one,8,1075,7,3,2,No,Yes,No,low
1012,No,0.5,Yes,4,No,39,0.1,161,four,6,2802,8,0,10,Yes,Yes,No,high
1318,No,1.9,Yes,0,Yes,11,0.8,188,two,15,1780,12,10,2,Yes,No,No,meduim
1708,No,0.8,No,8,Yes,14,0.9,197,four,16,1247,19,16,16,Yes,No,No,meduim
598,Yes,0.8,Yes,8,Yes,62,0.1,117,eight,9,3066,11,2,19,Yes,Yes,No,high
541,Yes,2.3,No,4,No,51,0.4,200,eight,17,403,11,2,12,No,No,No,low
818,No,0.5,Yes,2,Yes,23,0.2,192,five,17,2518,19,12,3,Yes,Yes,No,high
1414,No,0.5,No,0,Yes,15,0.8,168,two,0,1069,18,6,14,Yes,No,No,low
601,Yes,1.7,Yes,3,Yes,6,0.8,169,four,11,2651,14,8,9,Yes,No,Yes,high
561,Yes,2.8,Yes,2,Yes,40,0.1,99,seven,6,2974,15,12,19,Yes,No,Yes,high
1616,Yes,2.3,Yes,3,No,52,0.1,100,five,8,657,7,3,2,Yes,Yes,No,low
1263,Yes,1.4,Yes,1,Yes,32,0.4,103,two,2,3372,18,13,10,Yes,Yes,No,very_high
1604,Yes,1.9,Yes,0,Yes,63,0.6,93,five,2,1464,15,9,20,Yes,Yes,No,meduim
539,No,2,Yes,1,No,24,0.5,86,four,2,1326,7,4,3,Yes,Yes,No,low
1071,No,2.6,No,0,No,49,0.3,199,four,5,3393,6,5,7,Yes,No,No,very_high
826,No,0.5,Yes,0,Yes,57,0.5,135,two,0,323,17,3,7,Yes,No,Yes,low
771,No,2.9,No,2,No,62,0.7,106,one,8,1628,9,3,6,No,Yes,No,meduim
1811,No,2.9,No,0,No,33,0.2,132,eight,2,2610,8,3,13,Yes,Yes,No,very_high
1842,Yes,2.2,Yes,7,No,56,0.4,179,four,10,3721,16,11,4,No,Yes,Yes,very_high
1420,No,2.8,Yes,1,No,50,0.1,100,eight,8,763,17,1,17,No,Yes,Yes,low
1763,No,0.5,Yes,12,No,10,0.2,184,three,19,792,17,12,13,Yes,No,Yes,low
1163,Yes,1.9,No,6,No,2,0.9,133,five,20,1568,14,0,19,Yes,No,No,meduim
1805,Yes,0.5,No,0,No,29,0.2,182,four,2,1276,19,4,17,No,Yes,No,meduim
610,Yes,1.6,Yes,9,No,52,0.4,90,four,19,3472,10,4,12,Yes,Yes,Yes,very_high
1533,Yes,1.1,Yes,18,Yes,17,0.3,160,four,20,2520,8,2,11,Yes,No,Yes,high
1924,No,0.5,No,3,Yes,63,0.3,111,two,10,3423,13,3,19,Yes,No,No,very_high
1801,No,0.5,Yes,6,No,52,0.9,120,six,10,258,14,8,9,Yes,No,No,low
1726,Yes,1.9,No,1,Yes,42,0.6,106,five,3,1868,16,7,6,Yes,No,No,high
794,No,2.5,Yes,15,No,14,0.6,197,three,19,2171,19,8,18,No,No,Yes,meduim
1686,Yes,0.5,Yes,4,No,28,0.8,182,five,8,780,11,10,5,No,No,No,low
1444,Yes,2.1,Yes,0,No,6,0.9,103,one,1,712,17,5,10,No,No,No,low
1004,No,1.6,Yes,0,Yes,30,1,160,eight,1,1012,7,4,13,Yes,Yes,Yes,low
1242,Yes,2.4,No,8,No,28,0.2,166,four,9,318,11,10,19,Yes,No,No,low
539,No,1.5,No,6,Yes,26,0.2,137,six,8,3948,18,11,15,Yes,Yes,Yes,very_high
717,No,1.1,Yes,2,Yes,14,0.1,99,eight,6,629,16,15,20,Yes,No,No,low
1540,No,0.7,Yes,0,Yes,29,0.1,157,seven,1,1161,11,8,5,Yes,No,No,low
672,No,0.5,No,7,Yes,35,0.1,99,eight,17,1403,16,7,6,Yes,No,No,low
1325,Yes,0.5,No,0,Yes,13,1,133,four,8,3707,19,3,18,Yes,Yes,No,very_high
950,No,0.5,No,6,Yes,55,0.1,124,eight,7,1305,6,5,4,Yes,No,Yes,low
948,No,1.5,Yes,6,No,18,0.3,119,four,7,2926,17,13,9,Yes,Yes,Yes,high
1328,Yes,0.5,No,5,Yes,27,0.3,144,three,18,2674,7,2,5,Yes,No,Yes,high
1447,No,0.5,No,3,No,40,0.7,184,two,5,471,8,4,20,No,No,Yes,low
1973,Yes,0.5,Yes,3,No,21,0.8,95,eight,7,1724,12,10,8,No,No,Yes,meduim
1731,Yes,2.3,Yes,18,No,60,0.5,171,four,20,1220,9,3,20,No,Yes,No,meduim
1617,No,1.5,No,1,Yes,63,0.7,111,two,10,2754,19,10,8,Yes,Yes,Yes,high
1791,Yes,0.5,Yes,1,Yes,33,0.5,110,five,4,594,17,8,16,Yes,No,Yes,low
851,No,2.3,Yes,7,Yes,54,1,101,two,9,1005,12,2,14,Yes,No,Yes,low
856,No,1.9,Yes,0,Yes,14,0.6,115,one,7,2439,6,3,12,Yes,Yes,Yes,meduim
714,Yes,0.5,No,1,No,30,0.3,145,four,2,2302,12,10,10,No,Yes,Yes,meduim
951,No,0.5,No,6,Yes,15,0.6,81,two,17,1083,16,11,16,Yes,Yes,No,low
1303,Yes,2.1,No,6,Yes,10,0.4,109,eight,15,2219,9,3,15,Yes,Yes,Yes,high
1550,Yes,2.7,No,2,No,32,0.1,126,seven,5,1571,12,3,14,No,No,No,high
1759,Yes,1.4,No,10,Yes,15,0.4,101,four,13,2107,18,5,16,Yes,Yes,No,high
1448,No,0.5,Yes,18,No,2,0.2,100,five,19,593,9,4,18,Yes,Yes,Yes,low
1987,Yes,1.9,No,0,No,50,0.7,119,eight,18,857,12,4,6,Yes,Yes,No,meduim
908,No,2.1,No,1,No,44,0.6,95,five,2,3518,16,12,7,Yes,Yes,Yes,very_high
820,No,0.5,Yes,2,No,58,0.3,160,four,4,1284,17,7,17,No,No,Yes,low
904,No,2.7,Yes,4,No,19,0.6,147,six,7,545,19,18,16,No,No,No,low
667,No,1.3,Yes,4,Yes,6,0.1,149,six,10,3566,9,5,12,Yes,No,Yes,high
1109,No,2.1,No,1,No,34,0.1,173,one,4,2821,13,5,17,Yes,No,Yes,high
1333,No,1.4,No,3,Yes,59,0.7,183,seven,5,3442,18,16,5,Yes,Yes,No,very_high
1352,No,2.4,No,5,Yes,6,0.9,92,six,9,1309,12,1,14,Yes,No,No,meduim
1600,No,2.5,Yes,1,No,19,0.6,88,six,9,1179,10,3,18,No,No,Yes,meduim
1454,No,1.4,Yes,8,No,37,0.8,80,eight,20,1713,16,0,19,No,No,No,meduim
1489,No,2.1,Yes,0,No,9,0.4,169,three,1,1663,9,3,14,Yes,No,Yes,meduim
1823,No,2.8,Yes,11,No,10,0.6,81,eight,19,1812,5,0,19,Yes,Yes,Yes,high
1581,Yes,1,No,9,No,41,0.4,172,four,19,1384,19,9,2,No,Yes,Yes,meduim
1672,Yes,1.7,Yes,1,Yes,44,0.5,172,eight,4,1348,11,6,7,Yes,Yes,Yes,meduim
1283,Yes,0.7,Yes,0,Yes,27,0.2,80,four,6,3957,17,15,6,Yes,No,No,very_high
630,No,2,No,9,Yes,14,0.5,180,eight,13,1212,12,8,12,Yes,No,No,low
659,No,2.2,No,0,Yes,24,0.7,151,eight,2,3925,8,1,10,Yes,Yes,Yes,very_high
1811,Yes,0.5,Yes,0,No,32,1,115,six,0,348,17,11,18,Yes,No,Yes,low
688,Yes,2.5,No,9,No,40,0.2,109,five,20,1382,12,7,8,No,Yes,No,meduim
514,Yes,2.9,Yes,5,No,18,0.7,141,two,8,980,13,7,16,No,No,Yes,low
1933,No,2.8,Yes,1,No,16,0.5,154,three,9,838,14,2,18,No,Yes,No,low
915,No,2,No,8,Yes,31,0.3,91,three,20,378,11,6,9,Yes,Yes,No,low
1006,No,2.2,Yes,4,Yes,22,0.8,135,four,8,909,18,4,7,Yes,No,Yes,low
1134,Yes,0.9,No,2,Yes,13,0.4,92,four,19,3632,17,8,19,Yes,Yes,No,very_high
599,Yes,2.9,No,0,Yes,64,0.3,186,eight,1,3396,5,3,7,Yes,No,No,high
973,No,0.5,Yes,5,No,53,0.5,196,five,7,1861,13,10,16,No,Yes,No,meduim
1180,Yes,2.5,No,0,Yes,27,0.1,90,six,1,348,7,5,19,Yes,Yes,Yes,low
1237,Yes,2.5,No,7,No,13,0.8,98,four,12,2528,11,8,16,No,No,No,high
659,No,0.5,Yes,7,Yes,5,0.3,169,eight,10,2190,16,10,16,Yes,Yes,No,meduim
1142,Yes,1.4,Yes,6,No,6,0.7,190,eight,8,663,12,4,5,No,Yes,Yes,low
1002,No,2.7,Yes,16,Yes,11,0.4,185,six,18,961,10,7,19,Yes,No,Yes,low
1392,No,2.5,No,0,Yes,44,0.7,113,four,2,1280,8,1,16,Yes,No,Yes,meduim
602,No,0.9,No,9,No,50,0.9,141,eight,18,2189,7,5,16,No,Yes,No,high
1249,Yes,0.5,No,3,Yes,55,0.8,140,three,8,531,18,10,13,Yes,Yes,Yes,low
531,Yes,0.5,Yes,0,Yes,12,0.5,121,four,3,2331,18,12,20,Yes,No,Yes,meduim
1450,No,2.1,No,1,No,31,0.6,114,five,4,794,11,5,9,No,Yes,Yes,meduim
1342,No,2.8,No,1,No,50,0.1,173,one,8,2644,7,2,11,No,Yes,Yes,high
832,Yes,0.5,No,5,Yes,22,0.6,198,one,8,1666,15,4,20,Yes,Yes,Yes,meduim
867,Yes,1.5,No,0,Yes,57,0.1,159,four,0,2157,8,6,18,Yes,No,No,meduim
1404,No,2.1,No,16,No,44,0.9,151,one,20,1196,10,6,5,No,No,Yes,meduim
840,No,0.9,Yes,6,No,33,0.7,150,six,7,2072,10,8,19,No,Yes,No,high
1368,No,0.5,No,10,Yes,42,0.2,91,one,20,1590,12,0,14,Yes,No,No,meduim
1927,No,0.9,Yes,3,No,11,0.4,190,eight,12,2916,16,11,18,No,Yes,Yes,very_high
1714,No,0.5,Yes,7,No,31,0.4,120,two,10,3707,5,1,19,No,No,Yes,very_high
1201,Yes,0.5,No,1,Yes,10,0.4,198,six,5,726,11,4,3,Yes,Yes,No,low
1796,Yes,2.3,No,4,No,44,0.9,184,two,11,3577,17,7,4,Yes,Yes,No,very_high
1147,No,0.8,Yes,11,No,28,0.7,158,six,13,2627,18,3,15,Yes,No,Yes,high
776,Yes,1.7,No,0,Yes,20,1,146,four,9,685,15,11,7,Yes,Yes,Yes,low
510,No,2.6,No,0,No,33,0.1,110,six,10,1693,6,2,5,No,Yes,No,meduim
1045,Yes,1.2,Yes,3,Yes,40,0.1,175,six,7,2137,11,8,12,Yes,No,Yes,high
1497,Yes,0.9,Yes,4,Yes,10,0.1,153,eight,20,3696,9,0,3,Yes,No,Yes,very_high
1425,Yes,0.6,No,0,Yes,33,0.5,89,three,2,3771,10,3,9,Yes,No,Yes,very_high
726,No,2.2,No,0,Yes,40,0.8,94,four,20,1342,16,11,4,Yes,Yes,Yes,low
1576,Yes,2,No,0,Yes,20,0.6,148,three,0,1379,17,1,16,Yes,No,Yes,meduim
714,Yes,2.1,Yes,5,Yes,11,0.1,197,three,6,1164,15,12,19,Yes,Yes,No,meduim
1595,No,1.9,Yes,1,No,63,0.9,88,one,20,908,18,13,6,No,No,Yes,meduim
541,No,1,No,0,Yes,10,0.4,127,four,0,1019,19,9,15,Yes,Yes,No,meduim
1617,Yes,2.6,No,14,No,29,0.9,113,six,20,3685,13,1,18,No,No,No,very_high
1154,No,1.1,Yes,2,Yes,5,0.2,98,one,13,1470,12,0,12,Yes,No,No,meduim
1638,No,1,No,6,No,2,0.2,189,one,11,2299,19,9,9,Yes,Yes,Yes,high
1150,Yes,2.7,No,0,No,39,0.4,151,eight,1,999,6,2,11,Yes,Yes,No,low
1254,Yes,2.3,No,0,Yes,44,0.2,149,one,10,3011,7,4,12,Yes,Yes,No,high
1806,Yes,2,Yes,2,Yes,54,0.1,117,one,11,3142,13,0,6,Yes,No,Yes,very_high
603,No,1.5,No,8,No,12,0.7,114,six,20,1543,7,5,19,Yes,Yes,No,meduim
1834,No,2.1,No,7,Yes,40,0.1,99,four,11,3692,13,0,16,Yes,Yes,No,very_high
520,No,2.3,No,0,Yes,31,0.8,145,six,14,2753,13,7,17,Yes,No,Yes,meduim
565,No,0.6,Yes,1,No,50,0.1,158,two,8,2156,13,6,6,Yes,Yes,Yes,meduim
1689,Yes,0.5,No,11,No,9,0.5,150,five,15,2637,8,4,3,Yes,No,No,high
742,Yes,2.3,No,0,No,21,0.7,104,eight,1,331,11,8,7,Yes,No,No,low
1143,No,1.2,Yes,1,Yes,22,1,125,three,6,1214,12,5,16,Yes,Yes,No,meduim
761,Yes,0.5,No,9,No,3,0.8,196,seven,15,2248,19,3,15,Yes,Yes,Yes,high
959,Yes,1.3,Yes,0,No,36,0.4,196,five,14,3073,19,1,8,Yes,Yes,Yes,very_high
772,Yes,1.2,Yes,7,Yes,8,0.6,134,seven,8,422,7,6,15,Yes,No,No,low
1015,Yes,0.8,No,5,No,12,0.5,102,three,14,2293,5,1,2,No,Yes,No,meduim
1824,Yes,1.9,Yes,9,Yes,2,0.7,103,one,14,3958,12,2,19,Yes,Yes,No,very_high
1130,Yes,0.5,Yes,1,Yes,29,0.7,130,one,14,432,6,1,10,Yes,Yes,Yes,low
1183,Yes,0.5,Yes,3,Yes,48,0.1,120,eight,12,1152,8,3,3,Yes,No,No,low
574,Yes,2,Yes,0,Yes,26,0.5,118,six,2,1303,8,4,2,Yes,No,Yes,low
1472,No,3,No,4,Yes,20,0.3,169,two,6,797,6,1,11,Yes,Yes,No,low
1868,Yes,0.5,No,2,Yes,40,0.9,179,eight,17,298,8,2,17,Yes,Yes,No,low
1375,No,2.9,No,2,No,20,0.4,147,six,7,3847,8,0,12,Yes,No,Yes,very_high
881,No,1,No,1,No,64,0.5,160,three,6,2110,18,9,6,Yes,Yes,Yes,meduim
1742,Yes,0.5,Yes,5,Yes,43,0.9,176,three,7,1921,9,2,3,Yes,Yes,No,high
1225,No,0.7,Yes,6,No,60,0.1,107,two,15,2423,17,11,6,Yes,No,No,high
1970,Yes,0.5,Yes,0,Yes,15,1,132,two,0,1658,15,9,20,Yes,Yes,Yes,high
1186,Yes,0.5,Yes,2,No,21,0.4,160,eight,4,2361,17,8,7,Yes,No,No,meduim
1762,No,0.7,No,7,No,60,0.1,157,four,10,1380,14,5,14,Yes,No,No,meduim
1731,Yes,1.4,Yes,4,Yes,4,0.5,163,six,18,3892,5,1,4,Yes,Yes,Yes,very_high
852,No,1.8,Yes,5,Yes,8,0.8,160,five,9,315,7,6,20,Yes,No,No,low
848,Yes,1.5,Yes,4,Yes,36,0.3,151,four,16,2289,10,2,19,Yes,Yes,Yes,meduim
1575,No,2.5,Yes,0,Yes,11,0.2,185,seven,20,2182,7,3,17,Yes,Yes,No,high
1554,No,2.8,Yes,7,No,23,0.1,105,six,18,2184,13,9,20,Yes,No,Yes,high
1972,Yes,1.6,No,0,No,48,0.5,92,eight,2,2872,7,2,11,Yes,No,Yes,very_high
827,Yes,0.6,Yes,9,Yes,35,0.2,87,six,17,2367,5,3,15,Yes,No,Yes,meduim
1063,No,1.5,No,7,No,3,0.9,155,four,10,1919,12,10,20,Yes,Yes,No,meduim
1695,No,2.3,Yes,1,No,34,0.4,84,five,10,3296,17,6,14,No,No,No,very_high
1343,No,2.4,Yes,5,Yes,14,0.9,81,eight,10,462,18,7,11,Yes,Yes,Yes,low
834,No,0.5,No,2,Yes,27,0.2,123,one,16,1591,11,9,20,Yes,Yes,No,meduim
595,No,2.6,No,0,Yes,20,0.4,122,two,18,1593,19,11,2,Yes,No,Yes,low
1081,Yes,1.9,Yes,13,Yes,42,0.1,101,seven,17,2456,7,4,7,Yes,No,No,meduim
911,No,1.4,Yes,3,No,14,0.7,199,four,4,2933,16,3,11,No,Yes,No,very_high
844,No,2.2,Yes,1,Yes,22,0.9,197,seven,2,3154,14,11,7,Yes,No,No,very_high
1335,Yes,3,No,3,No,60,0.8,180,two,4,3615,5,2,9,Yes,No,No,very_high
1883,No,1.6,No,9,No,24,0.1,87,one,16,3563,17,10,3,No,No,No,very_high
1128,Yes,0.5,Yes,6,No,33,0.6,147,eight,7,1440,17,15,19,Yes,No,No,meduim
826,Yes,2.4,Yes,14,Yes,57,0.6,117,two,17,1907,15,14,5,Yes,No,No,meduim
1650,No,2.3,No,0,Yes,38,0.7,89,one,1,324,14,10,2,Yes,Yes,Yes,low
1162,No,1,No,0,No,50,0.5,104,four,10,1404,10,3,15,Yes,Yes,Yes,meduim
1517,No,2.5,No,2,Yes,8,0.8,169,four,18,2738,18,16,12,Yes,No,No,high
963,No,0.5,No,1,Yes,60,0.8,156,three,3,2722,12,6,16,Yes,No,No,high
1837,No,1,Yes,5,Yes,12,0.9,103,eight,6,2294,8,7,20,Yes,No,Yes,very_high
1028,Yes,2.8,No,1,Yes,30,0.1,193,one,10,1424,18,4,13,Yes,No,Yes,meduim
1831,Yes,2.2,Yes,4,No,55,1,189,eight,9,1133,14,3,10,No,Yes,No,meduim
571,Yes,2,Yes,5,Yes,58,0.6,101,six,11,555,19,10,11,Yes,No,Yes,low
1770,Yes,2.3,No,0,No,9,0.6,183,six,5,3785,13,10,14,Yes,No,Yes,very_high
970,Yes,1.3,Yes,5,No,59,0.2,84,seven,19,3675,12,0,12,No,No,No,very_high
642,Yes,0.5,No,0,Yes,38,0.8,86,five,10,435,9,2,2,Yes,Yes,No,low
622,Yes,1.9,Yes,12,No,11,0.8,193,eight,14,3183,5,0,4,Yes,Yes,Yes,high
600,Yes,1.8,No,9,Yes,6,0.8,199,two,15,3495,17,4,7,Yes,Yes,No,high
1412,No,0.6,No,9,No,57,0.2,86,three,10,1853,15,10,18,No,No,Yes,meduim
733,No,0.8,No,7,No,16,0.4,138,four,12,2648,12,0,19,Yes,Yes,No,high
1070,Yes,3,No,9,No,19,0.8,160,seven,16,2647,14,13,20,No,Yes,No,high
875,Yes,0.7,Yes,1,No,30,0.7,146,eight,8,702,19,15,15,Yes,Yes,Yes,low
1994,Yes,0.7,No,5,No,5,0.4,189,two,7,1836,12,11,18,Yes,No,No,high
823,No,1,Yes,9,Yes,18,0.2,182,five,16,3894,13,10,9,Yes,Yes,No,very_high
1908,No,0.5,No,9,Yes,30,1,111,two,19,2944,19,17,17,Yes,No,Yes,very_high
790,No,0.5,Yes,7,Yes,44,0.1,89,eight,8,3424,13,11,9,Yes,Yes,No,very_high
1330,Yes,1.8,Yes,1,No,40,0.5,177,one,5,2678,9,4,14,Yes,Yes,Yes,high
1660,No,0.5,No,2,Yes,15,0.7,100,eight,8,2424,12,5,9,Yes,Yes,No,high
1776,No,2.2,No,2,No,20,0.9,82,six,16,2671,15,10,12,No,Yes,Yes,very_high
1611,No,0.5,Yes,4,Yes,27,0.9,199,one,10,3078,15,2,6,Yes,No,Yes,high
1410,Yes,0.5,Yes,0,Yes,15,0.3,92,three,1,2304,18,4,18,Yes,Yes,No,high
1772,Yes,1.6,No,17,Yes,45,0.5,159,two,18,1146,6,1,17,Yes,Yes,No,meduim
1280,Yes,1.3,No,0,Yes,39,1,108,seven,1,2335,6,4,2,Yes,No,Yes,meduim
1712,Yes,0.9,Yes,2,No,23,1,155,seven,19,1422,5,0,15,Yes,Yes,No,meduim
1562,Yes,0.7,No,0,No,55,0.1,140,eight,1,2096,15,3,3,No,No,No,high
891,No,1.9,Yes,1,Yes,18,0.1,153,six,3,1303,17,16,4,Yes,Yes,Yes,low
1957,No,1.2,Yes,18,Yes,36,0.8,151,two,19,1115,16,2,18,Yes,No,Yes,meduim
1110,No,0.6,No,1,No,42,0.9,192,five,2,456,12,8,18,Yes,Yes,No,low
875,Yes,1.4,Yes,1,Yes,43,0.6,104,eight,3,3396,14,2,18,Yes,No,No,very_high
1211,Yes,1.2,No,0,No,28,0.3,130,two,3,2750,6,1,14,No,Yes,No,high
769,No,0.5,Yes,12,Yes,54,0.2,112,four,19,941,15,8,20,Yes,No,Yes,low
671,No,2.9,No,7,Yes,2,0.1,95,six,19,2278,13,4,2,Yes,No,No,high
1872,No,0.5,No,5,Yes,26,0.5,172,four,10,2273,8,4,8,Yes,No,Yes,high
1076,No,2.3,Yes,0,Yes,14,0.7,191,five,0,2355,17,16,2,Yes,Yes,Yes,high
1325,No,1.9,No,2,No,50,0.1,146,one,10,2328,17,10,2,Yes,No,No,high
911,Yes,2.2,Yes,1,Yes,28,0.5,182,two,2,2638,8,4,13,Yes,Yes,Yes,meduim
1273,Yes,0.7,No,1,No,23,0.6,178,six,14,558,8,5,13,Yes,No,No,low
1062,No,0.5,No,3,Yes,39,0.9,124,four,4,1345,16,0,11,Yes,No,Yes,low
1317,No,1.5,No,6,No,12,0.1,154,two,9,425,7,0,11,Yes,Yes,Yes,low
940,No,2.9,No,0,No,16,0.7,115,four,1,2192,15,13,9,Yes,Yes,Yes,meduim
729,Yes,2,No,0,No,14,0.6,135,six,2,3397,19,15,17,Yes,No,Yes,high
1494,No,2.4,No,6,Yes,3,0.9,93,seven,17,1208,14,13,17,Yes,Yes,No,meduim
1546,Yes,1.6,Yes,2,Yes,27,0.7,124,two,6,267,12,10,16,Yes,Yes,No,low
1253,No,0.7,No,0,Yes,34,0.9,113,four,10,3518,7,3,8,Yes,Yes,Yes,very_high
895,No,0.5,Yes,6,No,16,0.3,164,eight,14,3122,7,0,4,No,No,Yes,high
793,Yes,1.9,Yes,0,Yes,43,0.3,124,eight,2,1050,11,9,3,Yes,Yes,Yes,low
1628,Yes,1.8,Yes,11,No,56,0.1,136,two,13,3358,17,11,12,Yes,Yes,Yes,very_high
625,No,2.7,Yes,2,No,42,0.8,138,eight,3,2929,10,4,17,Yes,No,No,high
1110,No,1.5,No,2,Yes,12,0.3,153,eight,5,624,9,7,15,Yes,No,No,low
999,No,1.7,No,6,No,49,0.6,132,one,17,1598,7,0,8,No,Yes,No,meduim
1856,No,0.5,Yes,0,Yes,24,0.1,155,five,1,2052,17,6,10,Yes,Yes,No,high
1715,No,2.6,Yes,9,Yes,15,0.6,120,six,20,1249,16,2,4,Yes,Yes,No,meduim
1897,Yes,1.9,No,2,Yes,54,0.3,154,two,7,412,17,11,2,Yes,No,No,low
1202,Yes,2.4,Yes,0,No,19,0.1,122,two,1,595,19,0,3,No,No,No,low
1171,Yes,1.7,Yes,2,No,19,0.3,167,seven,19,263,6,5,8,No,No,No,low
964,No,2,No,0,Yes,22,0.7,86,eight,0,2577,17,16,5,Yes,Yes,No,high
1973,Yes,2.4,Yes,6,No,46,0.1,193,four,10,639,6,0,3,No,No,Yes,low
1992,Yes,0.6,Yes,11,No,2,0.1,141,one,14,3206,10,9,10,Yes,Yes,No,very_high
546,Yes,2.6,Yes,5,No,26,1,159,five,15,1550,7,2,3,No,Yes,No,meduim
1093,No,0.5,No,1,Yes,31,0.6,171,two,12,1646,12,0,6,Yes,Yes,No,meduim
1880,Yes,2,No,11,No,35,0.1,200,four,14,1930,17,7,15,No,Yes,No,high
1765,No,1.1,No,3,No,11,0.7,87,two,7,3695,6,5,18,Yes,No,No,very_high
1640,No,0.5,Yes,1,Yes,36,0.9,87,eight,11,3235,6,1,10,Yes,No,Yes,very_high
1830,No,0.5,No,0,No,7,0.9,191,six,12,2334,8,7,14,No,Yes,No,high
826,No,0.6,No,3,No,62,0.7,187,four,19,1998,17,4,17,No,No,No,meduim
1864,No,2.2,No,0,Yes,7,0.1,142,one,2,2258,10,1,10,Yes,No,No,high
586,Yes,0.6,No,16,Yes,42,0.3,121,seven,17,1869,12,2,7,Yes,Yes,Yes,meduim
1206,No,3,Yes,10,Yes,30,0.6,127,three,13,1825,7,1,4,Yes,No,Yes,high
832,Yes,0.5,Yes,1,Yes,5,0.1,165,five,2,3946,12,5,14,Yes,Yes,Yes,very_high
848,Yes,2.8,No,1,No,8,0.1,103,seven,3,436,10,6,15,Yes,Yes,Yes,low
1851,No,2.9,No,0,No,53,0.7,112,six,2,2678,6,0,8,Yes,No,No,high
1166,Yes,0.5,No,7,No,59,0.5,80,one,11,3887,8,6,7,Yes,No,Yes,very_high
1776,Yes,2.1,Yes,10,No,35,0.1,172,four,16,1813,16,13,20,Yes,Yes,Yes,meduim
1254,Yes,1.2,No,2,Yes,27,0.2,134,two,10,817,14,1,16,Yes,Yes,Yes,low
1494,No,1.6,Yes,4,Yes,24,0.2,101,one,17,3614,15,12,9,Yes,No,No,very_high
984,Yes,2.2,Yes,0,Yes,39,0.5,119,eight,18,2013,11,7,16,Yes,Yes,No,meduim
1179,Yes,0.8,No,1,No,5,0.9,154,five,17,543,8,7,18,No,No,Yes,low
513,No,1.9,No,8,No,27,0.4,174,eight,13,3400,16,6,13,No,Yes,Yes,high
557,No,0.5,Yes,3,No,17,0.2,89,six,4,2623,17,16,16,No,No,No,meduim
744,No,1.7,Yes,0,Yes,33,0.5,105,four,2,2700,9,3,19,Yes,No,No,high
1129,Yes,0.8,Yes,9,Yes,21,0.6,116,two,10,1400,11,0,13,Yes,Yes,No,meduim
1148,No,2.3,Yes,0,Yes,58,0.3,170,five,20,3127,10,7,11,Yes,No,No,high
1793,No,2.7,No,12,Yes,44,0.7,175,five,17,2803,19,9,6,Yes,Yes,Yes,very_high
1310,No,2.3,Yes,3,No,15,0.2,150,five,11,2518,18,17,5,No,Yes,Yes,high
1604,No,1.2,No,1,No,6,0.5,191,six,15,3564,7,2,2,Yes,Yes,No,very_high
1676,No,1.6,No,2,No,37,0.2,145,one,3,2515,14,8,4,Yes,No,Yes,high
1001,No,2.8,Yes,1,No,40,0.2,117,three,7,3654,13,9,10,Yes,Yes,Yes,very_high
1086,No,2.7,No,0,Yes,24,0.1,135,eight,19,3930,17,1,18,Yes,Yes,Yes,very_high
1986,Yes,0.5,Yes,7,Yes,39,0.1,89,seven,19,3476,11,8,17,Yes,Yes,No,very_high
634,Yes,0.8,No,5,No,41,0.2,192,one,12,3242,18,11,4,Yes,No,Yes,very_high
502,No,0.8,No,7,No,52,1,82,six,8,2666,5,4,20,Yes,Yes,No,high
1641,No,1.1,No,6,No,48,0.7,97,eight,7,1695,13,6,17,Yes,No,Yes,high
623,No,1.4,Yes,0,Yes,15,0.2,189,three,1,3510,14,4,18,Yes,No,Yes,high
962,Yes,1.1,Yes,3,No,17,0.1,161,eight,20,3438,14,3,20,No,No,No,very_high
1057,Yes,2.7,No,3,Yes,41,0.1,97,four,10,2033,16,9,2,Yes,Yes,No,meduim
1862,No,1.5,No,1,No,62,1,182,one,2,1017,11,3,9,Yes,No,No,meduim
555,Yes,3,Yes,5,Yes,38,0.8,193,two,10,1686,8,1,8,Yes,No,Yes,meduim
1000,No,2.7,No,1,Yes,58,1,135,five,12,862,7,0,20,Yes,No,No,low
841,No,0.5,No,6,Yes,11,0.3,81,five,14,957,6,5,11,Yes,Yes,No,low
865,No,2.9,No,5,No,16,0.1,89,four,12,3494,13,3,14,No,No,Yes,very_high
